artist,song,year,popularity,danceability,energy,loudness,tempo,genre
Artist 2888,Song 2888,2014,71,0.296989222,0.858594702,-9.181836496,158.6658604,classical
Artist 2889,Song 2889,2009,57,0.188039059,0.291702197,-0.96602885,177.1069146,jazz
Artist 2890,Song 2890,1991,98,0.200228915,0.941903852,-2.847737922,189.2514808,rock
Artist 2891,Song 2891,1994,32,0.614572712,0.961738143,-0.070147501,140.4066349,pop
Artist 2892,Song 2892,1992,33,0.729464881,0.84902632,-5.919551876,185.4068332,rock
Artist 2893,Song 2893,2010,61,0.063141613,0.275223678,-7.28675957,170.0698133,rock
Artist 2894,Song 2894,2007,43,0.738441564,0.779105659,-6.546313789,109.3854516,jazz
Artist 2895,Song 2895,1998,96,0.588575755,0.684575165,-6.364287955,161.9166612,classical
Artist 2896,Song 2896,2002,80,0.40936568,0.633996251,-2.012022352,66.1144785,classical
Artist 2897,Song 2897,1993,55,0.656249402,0.214947748,-7.256063062,185.3315306,rock
Artist 2898,Song 2898,2011,53,0.814404447,0.552602055,-1.388588131,109.990892,jazz
Artist 2899,Song 2899,2009,81,0.99370571,0.945930603,-9.379803667,107.6308933,hip-hop
Artist 2900,Song 2900,1996,45,0.528592877,0.798650612,-9.265333343,131.3580567,jazz
Artist 2901,Song 2901,2002,97,0.805522307,0.655837596,-3.399750653,152.9216017,rock
Artist 2902,Song 2902,2004,30,0.559799829,0.18939121,-9.723776408,87.73297785,hip-hop
Artist 2903,Song 2903,2019,45,0.945361817,0.243613294,-1.634750438,186.6726026,hip-hop
Artist 2904,Song 2904,2015,36,0.805655893,0.260084751,-4.629651597,93.03884598,jazz
Artist 2905,Song 2905,2013,23,0.675160252,0.472881227,-4.388472676,143.616101,rock
Artist 2906,Song 2906,1992,55,0.960234005,0.874486458,-1.927131223,99.15517695,jazz
Artist 2907,Song 2907,2005,60,0.115871958,0.195388886,-1.005629746,180.5122437,pop
Artist 2908,Song 2908,2010,47,0.88586054,0.844183568,-0.501747353,86.67271517,classical
Artist 2909,Song 2909,2015,72,0.81696651,0.454354236,-8.037413584,124.4925876,jazz
Artist 2910,Song 2910,2006,24,0.647330763,0.974062453,-0.018104616,140.5083776,pop
Artist 2911,Song 2911,2010,49,0.188514126,0.598796716,-0.949972242,190.518794,jazz
Artist 2912,Song 2912,2012,95,0.586003387,0.300662731,-3.005861602,73.78948653,jazz
Artist 2913,Song 2913,2003,61,0.948892442,0.833534499,-7.501457931,97.310596,jazz
Artist 2914,Song 2914,1992,57,0.130173365,0.90724242,-1.512534987,148.9819876,classical
Artist 2915,Song 2915,1997,37,0.732393628,0.772436113,-9.775723094,125.8317028,hip-hop
Artist 2916,Song 2916,2006,85,0.091076269,0.025897591,-1.207866119,167.9660525,pop
Artist 2917,Song 2917,1994,65,0.442362139,0.546781259,-5.877123768,99.97261071,classical
Artist 2918,Song 2918,2009,24,0.528235098,0.643735222,-6.908734825,102.3558225,pop
Artist 2919,Song 2919,1996,31,0.283852162,0.006968615,-3.09407966,63.10163838,jazz
Artist 2920,Song 2920,2003,35,0.212179097,0.591879266,-4.638838185,115.6120058,classical
Artist 2921,Song 2921,1990,32,0.042347453,0.075952465,-4.370125436,119.8172511,pop
Artist 2922,Song 2922,2006,67,0.166181621,0.31379299,-7.588484008,149.3864141,pop
Artist 2923,Song 2923,2008,69,0.11738222,0.195487506,-3.767836179,96.65982323,jazz
Artist 2924,Song 2924,1996,51,0.337340134,0.191630086,-1.828707444,124.3741565,classical
Artist 2925,Song 2925,2011,73,0.802222488,0.266048246,-7.795415227,101.543887,pop
Artist 2926,Song 2926,2000,99,0.169511899,0.61163855,-2.11828241,80.46679359,pop
Artist 2927,Song 2927,2003,82,0.862036016,0.745849264,-4.753259625,166.4136806,jazz
Artist 2928,Song 2928,1996,85,0.430976841,0.998425188,-2.156839556,159.6202327,classical
Artist 2929,Song 2929,2010,81,0.415942265,0.883107989,-3.198327176,89.24047749,hip-hop
Artist 2930,Song 2930,1999,91,0.016477349,0.205111218,-1.200153694,99.98452497,pop
Artist 2931,Song 2931,2019,29,0.97714233,0.739075236,-2.371307786,91.07838414,pop
Artist 2932,Song 2932,2006,20,0.979168941,0.006397116,-4.200201201,133.052653,jazz
Artist 2933,Song 2933,2005,86,0.5794799,0.134411364,-6.899334134,186.5493982,hip-hop
Artist 2934,Song 2934,2009,68,0.271727453,0.646943892,-0.028617418,194.5610189,jazz
Artist 2935,Song 2935,2019,58,0.417420339,0.745437336,-6.358395948,137.5565415,pop
Artist 2936,Song 2936,2019,93,0.22895401,0.845722501,-7.252163694,184.3412503,rock
Artist 2937,Song 2937,1994,43,0.650209824,0.446185617,-5.307125109,179.7638609,classical
Artist 2938,Song 2938,1998,89,0.301534351,0.475477001,-3.824530298,108.2413571,jazz
Artist 2939,Song 2939,2001,99,0.499669666,0.024838541,-3.029102797,108.3957179,pop
Artist 2940,Song 2940,2004,25,0.343952897,0.432345144,-8.343325425,196.4901958,jazz
Artist 2941,Song 2941,1997,40,0.298034776,0.279311744,-5.662795318,119.1949283,classical
Artist 2942,Song 2942,1993,22,0.711640446,0.587713204,-5.010427048,65.93792997,pop
Artist 2943,Song 2943,1998,66,0.756063815,0.556735593,-3.045625249,62.37115599,hip-hop
Artist 2944,Song 2944,1992,49,0.792835422,0.982229471,-2.000299779,68.67104384,classical
Artist 2945,Song 2945,1995,58,0.966415495,0.959172996,-0.690137006,142.0769244,pop
Artist 2946,Song 2946,2004,61,0.02218667,0.381886629,-2.613595524,116.2201706,pop
Artist 2947,Song 2947,1998,99,0.170887857,0.79520402,-3.652193001,108.0655909,rock
Artist 2948,Song 2948,2004,73,0.216257419,0.182874656,-1.136465559,89.58721413,hip-hop
Artist 2949,Song 2949,1995,39,0.860455181,0.232456965,-1.309026499,103.3511292,classical
Artist 2950,Song 2950,1997,78,0.283717084,0.773290395,-3.076871666,98.8052031,hip-hop
Artist 2951,Song 2951,2016,47,0.407084568,0.818408961,-5.567962105,112.0253806,jazz
Artist 2952,Song 2952,2011,71,0.416906051,0.090252555,-3.890076128,140.7065622,pop
Artist 2953,Song 2953,1994,22,0.341092128,0.5828907,-1.047229248,105.9010317,classical
Artist 2954,Song 2954,1999,46,0.008981208,0.494717136,-1.420230765,100.6942323,rock
Artist 2955,Song 2955,1998,81,0.332162534,0.265102394,-7.139831978,170.7350954,rock
Artist 2956,Song 2956,1993,48,0.474913182,0.751094109,-1.805299032,146.0749239,pop
Artist 2957,Song 2957,1999,94,0.472428811,0.58357868,-9.520669909,198.1286456,jazz
Artist 2958,Song 2958,2013,81,0.967197495,0.902424722,-3.64971043,79.65232151,pop
Artist 2959,Song 2959,1999,24,0.854897074,0.783271094,-8.178675779,156.8452688,classical
Artist 2960,Song 2960,2001,31,0.363244658,0.364337247,-8.213808059,68.80017305,pop
Artist 2961,Song 2961,2011,91,0.015849945,0.148108041,-5.05632614,152.015657,jazz
Artist 2962,Song 2962,1996,48,0.849949469,0.439192626,-4.54019178,97.79176507,pop
Artist 2963,Song 2963,2013,20,0.837484541,0.035434677,-1.998762286,100.164808,classical
Artist 2964,Song 2964,2022,96,0.979968063,0.2729604,-1.869311623,91.20402186,jazz
Artist 2965,Song 2965,2011,71,0.824915471,0.642141724,-8.90583419,87.96340747,hip-hop
Artist 2966,Song 2966,1992,87,0.786131125,0.081931303,-1.234011711,60.57191745,hip-hop
Artist 2967,Song 2967,2020,78,0.028871899,0.370260129,-5.181597491,164.4730209,hip-hop
Artist 2968,Song 2968,1996,94,0.105977069,0.692275817,-9.08375485,93.64327601,jazz
Artist 2969,Song 2969,2013,76,0.677451722,0.02087271,-2.013294758,126.5317149,jazz
Artist 2970,Song 2970,2011,66,0.162598175,0.404321297,-2.187324026,129.4758603,classical
Artist 2971,Song 2971,2000,66,0.641220571,0.751176995,-8.840233329,144.068414,jazz
Artist 2972,Song 2972,1990,36,0.842661893,0.161413958,-6.359685899,149.7559072,hip-hop
Artist 2973,Song 2973,1992,86,0.730894307,0.360768323,-8.455264611,129.764952,classical
Artist 2974,Song 2974,2008,85,0.988116508,0.862561923,-0.266299003,72.72572117,rock
Artist 2975,Song 2975,2018,95,0.406515183,0.803001734,-9.274314427,137.832997,pop
Artist 2976,Song 2976,2012,99,0.805464724,0.825153814,-4.788599085,158.7924202,jazz
Artist 2977,Song 2977,2008,80,0.913938001,0.616906363,-6.383816303,99.33532223,classical
Artist 2978,Song 2978,2003,34,0.219697725,0.369260925,-3.909297706,135.3372009,classical
Artist 2979,Song 2979,2000,36,0.467706528,0.808338565,-8.512275243,131.8029114,hip-hop
Artist 2980,Song 2980,2001,98,0.111640339,0.822047018,-7.871174443,175.9696764,hip-hop
Artist 2981,Song 2981,2006,52,0.042776471,0.045369326,-1.608228906,139.6470208,hip-hop
Artist 2982,Song 2982,2003,51,0.835150484,0.557559856,-5.350541316,190.3073453,pop
Artist 2983,Song 2983,2013,66,0.65078066,0.822897222,-5.149507983,68.04686962,pop
Artist 2984,Song 2984,2020,84,0.800612393,0.449390654,-0.352681255,94.70063839,jazz
Artist 2985,Song 2985,2011,70,0.55432171,0.033421067,-6.287979417,190.785668,classical
Artist 2986,Song 2986,1998,48,0.062529824,0.502005571,-6.636027064,89.08946624,classical
Artist 2987,Song 2987,2017,82,0.419740092,0.091345833,-8.815618589,85.27127978,classical
Artist 2988,Song 2988,2007,81,0.488809416,0.595136594,-5.932234243,168.8950323,jazz
Artist 2989,Song 2989,2002,85,0.117998666,0.774723081,-9.099306162,197.7547487,rock
Artist 2990,Song 2990,2005,84,0.46031608,0.335547523,-1.641961896,187.0631422,pop
Artist 2991,Song 2991,2022,27,0.006389738,0.041979304,-0.756469218,69.5394121,classical
Artist 2992,Song 2992,2012,49,0.199534239,0.61393508,-5.073480091,79.5823424,classical
Artist 2993,Song 2993,2006,82,0.838991165,0.302335377,-8.781938749,119.3041681,jazz
Artist 2994,Song 2994,1993,74,0.703672756,0.391036391,-2.141874897,131.5791881,classical
Artist 2995,Song 2995,2008,98,0.333814602,0.85985957,-7.966702745,147.7345134,hip-hop
Artist 2996,Song 2996,1996,96,0.069606947,0.732969112,-4.890872569,164.1219432,hip-hop
Artist 2997,Song 2997,2003,70,0.97610593,0.009776651,-7.8607111,175.099891,hip-hop
Artist 2998,Song 2998,2015,97,0.436515808,0.146480957,-3.120603189,103.0311246,rock
Artist 2999,Song 2999,1990,74,0.305848538,0.106393751,-4.729646448,168.2131819,jazz
Artist 3000,Song 3000,1990,71,0.807945207,0.854805178,-3.638542743,66.30399806,jazz
Artist 3001,Song 3001,1995,69,0.696958412,0.346931686,-5.839553483,190.9436257,rock
Artist 3002,Song 3002,2009,72,0.941664415,0.227982723,-7.699921101,70.11300162,rock
Artist 3003,Song 3003,2000,42,0.168662394,0.541135486,-7.443199509,199.5658965,hip-hop
Artist 3004,Song 3004,1999,31,0.958292299,0.218053257,-2.626958219,75.73347106,classical
Artist 3005,Song 3005,1999,71,0.953130575,0.522632086,-6.596130471,156.9702152,hip-hop
Artist 3006,Song 3006,1994,91,0.622707804,0.904077133,-0.378515244,93.69471947,hip-hop
Artist 3007,Song 3007,1998,27,0.781173951,0.85325924,-2.144805036,196.6912783,pop
Artist 3008,Song 3008,1991,51,0.579026026,0.890465406,-2.975665162,196.1495571,hip-hop
Artist 3009,Song 3009,2011,60,0.32680127,0.463282619,-8.853096129,100.9368248,jazz
Artist 3010,Song 3010,1998,53,0.118885783,0.015375279,-1.113044027,189.4601542,pop
Artist 3011,Song 3011,1994,52,0.365077709,0.815226696,-8.197901216,159.1715105,jazz
Artist 3012,Song 3012,1993,41,0.49861267,0.793936687,-9.878002175,119.0833824,classical
Artist 3013,Song 3013,2002,45,0.370647697,0.245272009,-7.231543937,78.35604636,hip-hop
Artist 3014,Song 3014,2010,98,0.353856428,0.272706906,-2.382041423,78.90303233,rock
Artist 3015,Song 3015,2012,63,0.663804854,0.811280739,-1.034261865,146.7112146,classical
Artist 3016,Song 3016,2020,28,0.137959394,0.666560715,-5.556738066,189.2845196,pop
Artist 3017,Song 3017,2009,43,0.098769029,0.561307898,-6.749307026,91.06299307,hip-hop
Artist 3018,Song 3018,2004,71,0.505338322,0.050796772,-6.210670776,102.9588018,jazz
Artist 3019,Song 3019,2006,46,0.496768499,0.665224189,-2.78671358,182.8562209,rock
Artist 3020,Song 3020,2014,57,0.42191959,0.657531148,-1.389353864,99.47638489,pop
Artist 3021,Song 3021,2020,31,0.417152152,0.844296979,-9.645867548,114.5566859,pop
Artist 3022,Song 3022,2020,54,0.908170992,0.138520501,-6.609306,197.9670484,jazz
Artist 3023,Song 3023,2009,56,0.13980145,0.353287335,-0.478122955,121.2459889,pop
Artist 3024,Song 3024,2015,29,0.229318294,0.46050353,-5.574206587,92.36950442,classical
Artist 3025,Song 3025,2009,63,0.775661227,0.667973232,-0.635567192,74.50625666,pop
Artist 3026,Song 3026,2007,88,0.600861662,0.166113092,-5.390873876,156.9232819,rock
Artist 3027,Song 3027,1994,41,0.742117066,0.642377988,-8.165615781,63.16364369,hip-hop
Artist 3028,Song 3028,2019,27,0.882151748,0.638748183,-4.771326325,183.8583411,jazz
Artist 3029,Song 3029,2010,52,0.96814028,0.308441967,-6.988748756,132.7687811,hip-hop
Artist 3030,Song 3030,2006,70,0.147944575,0.314364019,-3.870851722,160.6839025,classical
Artist 3031,Song 3031,2000,64,0.501612214,0.036977838,-8.771912557,140.4641655,hip-hop
Artist 3032,Song 3032,1994,56,0.480337705,0.483734068,-2.923461094,65.11534493,rock
Artist 3033,Song 3033,2021,78,0.633628912,0.683245416,-8.597813681,141.2919089,classical
Artist 3034,Song 3034,1991,31,0.047881107,0.164112182,-0.285920868,154.260565,classical
Artist 3035,Song 3035,1995,75,0.599991294,0.101190723,-2.737527624,175.337114,jazz
Artist 3036,Song 3036,1992,58,0.658199573,0.78409349,-5.909692605,192.381452,pop
Artist 3037,Song 3037,1996,45,0.74727282,0.685014382,-1.847583543,162.9598787,pop
Artist 3038,Song 3038,2015,89,0.435845416,0.906939016,-1.99891673,196.7919338,hip-hop
Artist 3039,Song 3039,2002,95,0.197001284,0.160249797,-6.218166225,136.7922866,jazz
Artist 3040,Song 3040,1995,73,0.075174847,0.267061673,-0.891578808,103.4437642,hip-hop
Artist 3041,Song 3041,2017,46,0.558237753,0.386665962,-6.195674578,75.21419105,classical
Artist 3042,Song 3042,2010,71,0.99250354,0.615590933,-0.833868877,151.3791484,jazz
Artist 3043,Song 3043,2002,29,0.680021384,0.063050001,-7.707536591,156.9990045,jazz
Artist 3044,Song 3044,1992,89,0.063729131,0.697304906,-1.122827753,64.17430955,pop
Artist 3045,Song 3045,2003,61,0.668029218,0.731837714,-2.8777469,171.7855929,classical
Artist 3046,Song 3046,2009,59,0.690830178,0.81112934,-6.576057768,189.567127,rock
Artist 3047,Song 3047,2018,55,0.234685419,0.0959855,-3.938337598,119.4094768,classical
Artist 3048,Song 3048,2009,92,0.284018573,0.224316818,-3.105116666,135.6799377,hip-hop
Artist 3049,Song 3049,2000,54,0.61235411,0.306881512,-6.314374008,76.73986929,jazz
Artist 3050,Song 3050,2022,43,0.702591338,0.715486743,-1.239549521,151.2450774,jazz
Artist 3051,Song 3051,2003,28,0.184740548,0.076502858,-8.610365333,144.5121388,hip-hop
Artist 3052,Song 3052,2011,60,0.972882238,0.17601203,-2.940745382,94.24518585,jazz
Artist 3053,Song 3053,2013,63,0.729558201,0.545107045,-3.246930641,128.4959158,hip-hop
Artist 3054,Song 3054,2006,64,0.74863969,0.873739761,-1.605552343,163.6432978,pop
Artist 3055,Song 3055,2022,75,0.32217217,0.592472921,-2.257103327,72.79291835,jazz
Artist 3056,Song 3056,1995,74,0.770299172,0.661755103,-1.424365989,167.3569044,rock
Artist 3057,Song 3057,1997,26,0.177513563,0.398581684,-4.148797849,140.7270111,classical
Artist 3058,Song 3058,2013,98,0.371475715,0.47940916,-4.849761021,158.3189803,jazz
Artist 3059,Song 3059,2001,58,0.652976693,0.389174989,-1.762737751,133.7249751,rock
Artist 3060,Song 3060,2007,93,0.786056641,0.361567864,-4.455138593,70.04035673,pop
Artist 3061,Song 3061,2021,66,0.953838458,0.626897178,-1.795358303,95.96246501,rock
Artist 3062,Song 3062,2007,82,0.669182428,0.477713739,-4.200188458,88.67643783,jazz
Artist 3063,Song 3063,1993,49,0.379575652,0.279095476,-8.46111414,193.3722678,rock
Artist 3064,Song 3064,2019,56,0.286432227,0.957401329,-8.333653237,133.1825067,hip-hop
Artist 3065,Song 3065,1993,50,0.671584495,0.058017263,-3.769956416,190.8016558,pop
Artist 3066,Song 3066,2001,87,0.367230714,0.804058602,-1.322541885,193.5620753,rock
Artist 3067,Song 3067,2004,40,0.041462842,0.853358228,-8.366031494,195.7805985,jazz
Artist 3068,Song 3068,1995,69,0.014571079,0.701831234,-4.296140462,141.0653641,classical
Artist 3069,Song 3069,2022,80,0.011223902,0.256468642,-1.401485995,128.0177555,pop
Artist 3070,Song 3070,2021,51,0.081887498,0.493885558,-4.557480433,83.74815055,classical
Artist 3071,Song 3071,2013,32,0.240188029,0.061414519,-5.509980393,147.754432,hip-hop
Artist 3072,Song 3072,2004,60,0.156245664,0.917390524,-8.208113945,87.22957975,pop
Artist 3073,Song 3073,1991,87,0.514546837,0.537203263,-2.192727972,151.8376212,classical
Artist 3074,Song 3074,1998,72,0.13680261,0.328176519,-5.577247781,183.4741291,classical
Artist 3075,Song 3075,2022,77,0.531320579,0.737161516,-6.928649217,131.5732498,jazz
Artist 3076,Song 3076,1998,57,0.118393799,0.305541219,-5.058398073,196.2645027,rock
Artist 3077,Song 3077,1999,30,0.938578854,0.488943834,-7.747885722,129.4669636,rock
Artist 3078,Song 3078,1998,30,0.820291168,0.050987335,-1.527955447,189.3122647,rock
Artist 3079,Song 3079,2003,86,0.116704621,0.127308295,-6.988388287,121.2211817,pop
Artist 3080,Song 3080,1998,99,0.563597847,0.204869864,-3.201557194,175.3046361,hip-hop
Artist 3081,Song 3081,2002,37,0.579503834,0.092495842,-4.934429965,154.667216,rock
Artist 3082,Song 3082,2014,80,0.899923149,0.876547557,-0.965514462,112.5225181,rock
Artist 3083,Song 3083,2022,25,0.08895498,0.218443581,-4.667194657,120.2930343,hip-hop
Artist 3084,Song 3084,2015,25,0.048560062,0.58647952,-1.319964995,125.9456224,classical
Artist 3085,Song 3085,2009,97,0.119015033,0.171020835,-6.824552415,142.9177932,classical
Artist 3086,Song 3086,1992,51,0.353562063,0.121139966,-4.91420934,141.2166436,hip-hop
Artist 3087,Song 3087,2018,88,0.921941651,0.929375944,-2.201978873,197.0399683,classical
Artist 3088,Song 3088,1991,52,0.3376411,0.684322529,-0.031395593,102.5580237,rock
Artist 3089,Song 3089,1997,77,0.700556985,0.983326811,-6.330616843,159.5435875,hip-hop
Artist 3090,Song 3090,2008,37,0.232824114,0.783249611,-6.567940421,188.7038475,pop
Artist 3091,Song 3091,2021,54,0.351677915,0.828780497,-6.641654323,147.0158687,hip-hop
Artist 3092,Song 3092,2015,34,0.457596203,0.002653871,-0.938413873,73.01460272,classical
Artist 3093,Song 3093,2019,97,0.955979911,0.972142904,-1.272580698,156.9384162,rock
Artist 3094,Song 3094,2010,33,0.864746192,0.893133459,-9.724785086,92.27919984,classical
Artist 3095,Song 3095,2011,21,0.216790042,0.697290642,-0.908181203,179.5375323,hip-hop
Artist 3096,Song 3096,2020,70,0.816278297,0.223522205,-1.71634874,170.6625491,classical
Artist 3097,Song 3097,2001,94,0.368985017,0.936257812,-8.477072467,187.1145003,rock
Artist 3098,Song 3098,2012,50,0.286995867,0.47930425,-9.391722459,61.87682132,hip-hop
Artist 3099,Song 3099,2013,53,0.567770079,0.698425701,-4.050694538,90.27474468,hip-hop
Artist 3100,Song 3100,2016,47,0.763343079,0.959866767,-1.214225678,177.9884915,classical
Artist 3101,Song 3101,2003,37,0.733879718,0.083939586,-4.692320415,170.810684,rock
Artist 3102,Song 3102,2002,69,0.808273178,0.157646975,-4.409955876,83.19214062,classical
Artist 3103,Song 3103,2022,51,0.185860664,0.270384975,-4.798558999,125.1358506,rock
Artist 3104,Song 3104,2008,79,0.804329849,0.38971194,-7.865392664,156.2910334,classical
Artist 3105,Song 3105,1999,91,0.577423124,0.672881192,-6.173394746,171.8099086,pop
Artist 3106,Song 3106,2002,67,0.350031123,0.889690415,-8.327408282,122.7094228,jazz
Artist 3107,Song 3107,2016,30,0.917541564,0.889642201,-7.618462865,82.57616039,pop
Artist 3108,Song 3108,1990,40,0.688167213,0.837471225,-0.064270842,119.7540094,classical
Artist 3109,Song 3109,2009,40,0.113146564,0.176251266,-5.227911344,132.2277696,hip-hop
Artist 3110,Song 3110,1995,95,0.256988016,0.245271825,-9.9035799,199.7195918,jazz
Artist 3111,Song 3111,2008,97,0.476564465,0.589756598,-4.632768665,169.6872485,rock
Artist 3112,Song 3112,2010,53,0.937786502,0.186365315,-3.336200188,162.2887966,jazz
Artist 3113,Song 3113,2022,65,0.931822303,0.760713515,-0.488964335,181.2247164,rock
Artist 3114,Song 3114,2003,97,0.969840811,0.588061291,-6.889143969,174.8298017,pop
Artist 3115,Song 3115,1994,92,0.111906097,0.573417903,-4.966947189,109.892081,classical
Artist 3116,Song 3116,1992,73,0.176938395,0.150958641,-0.628240767,196.6141148,hip-hop
Artist 3117,Song 3117,1998,24,0.006192734,0.870159259,-7.979946736,173.6907661,classical
Artist 3118,Song 3118,1998,39,0.550946188,0.557204972,-8.024329749,104.0518697,hip-hop
Artist 3119,Song 3119,2009,58,0.66886506,0.353839623,-6.127791217,176.9428567,rock
Artist 3120,Song 3120,2016,95,0.702047573,0.833299864,-2.105486,176.3871454,classical
Artist 3121,Song 3121,1991,93,0.022339908,0.546708126,-4.076491803,123.2583911,hip-hop
Artist 3122,Song 3122,1993,66,0.44016623,0.76747842,-9.449987461,150.1354374,jazz
Artist 3123,Song 3123,1999,41,0.968083794,0.928645002,-7.88144557,129.4172556,hip-hop
Artist 3124,Song 3124,2009,24,0.274909774,0.499221046,-6.25515099,189.2537103,pop
Artist 3125,Song 3125,1995,90,0.046583103,0.264274659,-0.75117567,124.9013656,hip-hop
Artist 3126,Song 3126,2018,84,0.607527614,0.092371855,-9.177180025,104.4970237,classical
Artist 3127,Song 3127,2020,60,0.111309263,0.801913036,-2.573192096,69.09153029,hip-hop
Artist 3128,Song 3128,2002,28,0.594169661,0.223322262,-1.831459166,120.7240957,classical
Artist 3129,Song 3129,2019,42,0.263814443,0.457590577,-0.607371504,62.75083008,pop
Artist 3130,Song 3130,2013,63,0.655971453,0.463050736,-5.62732758,186.7732302,classical
Artist 3131,Song 3131,2011,33,0.622470119,0.70758221,-1.604163668,64.7585134,hip-hop
Artist 3132,Song 3132,2010,29,0.463516824,0.546144205,-0.968941365,133.7893903,classical
Artist 3133,Song 3133,2010,80,0.897524148,0.797876414,-9.574424921,99.05872309,jazz
Artist 3134,Song 3134,2010,44,0.035626964,0.938456339,-3.881058708,89.65970394,hip-hop
Artist 3135,Song 3135,2001,33,0.427650125,0.283852765,-7.924197767,78.17846307,rock
Artist 3136,Song 3136,1993,57,0.365670312,0.990370545,-9.290333378,75.39830622,classical
Artist 3137,Song 3137,2019,86,0.893293163,0.287119855,-9.878386954,141.8157337,pop
Artist 3138,Song 3138,2013,45,0.869414653,0.474830258,-3.575020451,71.61116575,hip-hop
Artist 3139,Song 3139,2014,24,0.260627591,0.792023795,-5.034370483,195.8623911,classical
Artist 3140,Song 3140,2003,57,0.097210484,0.039140557,-6.359791912,177.4443557,rock
Artist 3141,Song 3141,1992,47,0.717565289,0.639368478,-1.205807642,175.1214142,classical
Artist 3142,Song 3142,2004,41,0.22117165,0.377720364,-8.013266066,199.2273359,jazz
Artist 3143,Song 3143,2007,22,0.830674746,0.779751003,-6.07999519,121.7060854,jazz
Artist 3144,Song 3144,2020,94,0.985141745,0.509292839,-5.724610169,116.1667088,pop
Artist 3145,Song 3145,2005,80,0.761128517,0.042996606,-5.931688476,146.6128351,pop
Artist 3146,Song 3146,2008,84,0.278369535,0.142370874,-9.007139629,158.1275833,jazz
Artist 3147,Song 3147,2005,84,0.258579274,0.720790593,-3.879861411,186.1801655,jazz
Artist 3148,Song 3148,2000,88,0.736932564,0.518506646,-2.795111165,131.1246218,classical
Artist 3149,Song 3149,2002,69,0.319523053,0.611593772,-0.129613002,149.3275719,pop
Artist 3150,Song 3150,1990,83,0.939616081,0.06960118,-7.060105502,112.3025914,jazz
Artist 3151,Song 3151,1999,96,0.990454055,0.101199361,-1.647759911,150.2281217,classical
Artist 3152,Song 3152,2000,63,0.719801645,0.652995229,-5.565000215,183.1377992,pop
Artist 3153,Song 3153,1993,39,0.207026715,0.199761365,-7.268761912,119.453084,pop
Artist 3154,Song 3154,2000,92,0.502070785,0.410337246,-6.241060044,199.5755643,jazz
Artist 3155,Song 3155,2016,88,0.579570623,0.456278424,-8.77397286,196.2446608,hip-hop
Artist 3156,Song 3156,2016,65,0.223121096,0.169376896,-7.79069509,189.635534,pop
Artist 3157,Song 3157,1996,70,0.455434684,0.007657514,-3.922937292,73.32219174,jazz
Artist 3158,Song 3158,1993,64,0.70232561,0.087012271,-9.220141276,127.4604117,classical
Artist 3159,Song 3159,2000,90,0.328368704,0.751451738,-7.794421829,116.9362546,rock
Artist 3160,Song 3160,2001,63,0.781004345,0.208845366,-7.407787278,119.1080958,classical
Artist 3161,Song 3161,2000,83,0.323850258,0.726795816,-9.71178407,163.2577457,jazz
Artist 3162,Song 3162,2016,90,0.508809714,0.611640103,-2.891150284,70.35443904,pop
Artist 3163,Song 3163,2021,59,0.349238533,0.869021387,-4.414790822,90.80804532,pop
Artist 3164,Song 3164,1997,75,0.329829037,0.684318287,-7.117260021,117.178999,rock
Artist 3165,Song 3165,2008,38,0.856423479,0.630453255,-6.390307081,135.2494237,rock
Artist 3166,Song 3166,2015,22,0.11128524,0.147800831,-7.504093112,131.2830991,hip-hop
Artist 3167,Song 3167,2000,26,0.693971888,0.948025246,-9.957643954,185.0023925,hip-hop
Artist 3168,Song 3168,1999,70,0.684523936,0.097505743,-6.204584901,172.8008473,pop
Artist 3169,Song 3169,2002,81,0.144816059,0.491566534,-4.241065346,172.1790575,classical
Artist 3170,Song 3170,2022,22,0.770328116,0.640832622,-4.795212925,78.10131088,pop
Artist 3171,Song 3171,2000,79,0.010203143,0.026928944,-6.302059589,136.9381201,jazz
Artist 3172,Song 3172,2014,78,0.33839782,0.811065741,-4.932517864,112.8215559,pop
Artist 3173,Song 3173,2006,99,0.70774351,0.226484064,-8.346372057,92.54752029,pop
Artist 3174,Song 3174,2022,30,0.532998884,0.800876398,-6.063490285,194.9473066,rock
Artist 3175,Song 3175,1992,86,0.212786083,0.066081938,-1.762565259,134.047027,classical
Artist 3176,Song 3176,1998,85,0.012146695,0.30057022,-7.14696293,125.6759454,pop
Artist 3177,Song 3177,2012,56,0.338465394,0.097794514,-9.755849203,177.1192317,pop
Artist 3178,Song 3178,2000,55,0.027794768,0.18532009,-9.602482447,187.2779135,hip-hop
Artist 3179,Song 3179,2021,83,0.866702322,0.947059404,-9.086389463,120.5313193,hip-hop
Artist 3180,Song 3180,1999,80,0.000124716,0.509086969,-1.020133134,78.72123086,rock
Artist 3181,Song 3181,2009,55,0.899601225,0.802450133,-4.308622642,122.2153429,jazz
Artist 3182,Song 3182,1999,70,0.376843267,0.350247671,-9.405423044,90.61435201,rock
Artist 3183,Song 3183,2015,87,0.455354342,0.848992918,-9.848164104,100.4166918,rock
Artist 3184,Song 3184,2009,47,0.285557433,0.028470732,-8.297013136,168.9223728,jazz
Artist 3185,Song 3185,2007,72,0.205601197,0.042041098,-3.151235948,140.7775982,pop
Artist 3186,Song 3186,2018,83,0.53186693,0.641845224,-7.575790822,83.15211093,pop
